set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,running_time_predict
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.parallel,500,"[[1.2799576408314173, 0.9239658075691088, 0.34073521742108587, -0.8912433962585113, 0.3674235562306356], [0.2829911524441068]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.parallel_500,4.44426417350769,,,144.04367232322693
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM,1000,"[[0.9305818006530459, 0.5962161387367608, 0.6794794075350443, -0.8972035332217816, 0.3847766515648642], [0.05769755406892298]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM_1000,97.19326734542847,,,143.88918805122375
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.fast,1000,"[[0.659371892390391, 0.7729550552789738, 0.3671759273139744, -0.511921248638617, 0.5448591726933927], [0.04407121275687658]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.fast_1000,60.198643922805786,,,143.67709469795227
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.parallel,1000,"[[0.9330517984046258, 0.5666309602899672, 0.707010422538908, -0.9092120450854766, 0.39595935920813397], [0.05690081589865348]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.parallel_1000,3.0325660705566406,,,143.82928800582886
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM,5000,"[[1.0984009121786165, 0.6424530558570625, 0.3503541429407387, -0.9046986722499896, 0.6875512946314459], [0.033593375354290134]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM_5000,245.74532866477966,,,143.76867198944092
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.fast,5000,"[[0.6636944161517467, 0.6849759973716454, 0.5111699081293252, -0.5173851625346445, 0.649412195142924], [0.03327161612225078]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.fast_5000,155.41426801681519,,,144.07193040847778
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.parallel,5000,"[[1.0923772784057626, 0.6631926823388093, 0.31803699882730435, -0.8671138952711377, 0.6655993042628996], [0.03414958508924462]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.parallel_5000,4.881139516830444,,,143.85193395614624
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM,10000,"[[1.0299430210747662, 0.9252296129000662, 0.192045214222368, -0.941489988833784, 0.6585610374523105], [0.02527527710879815]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM_10000,373.31663846969604,,,144.09172224998474
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.fast,10000,"[[0.7062359186260159, 0.8136510444312319, 0.3421724130316247, -0.37706353374939844, 0.512257299709744], [0.032507624599641745]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.fast_10000,320.71847462654114,,,144.34767961502075
MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25,py.SAEM.parallel,10000,"[[1.0587171656917487, 0.8895200720216118, 0.20195383730928249, -0.9495899526280929, 0.6655885841812561], [0.02534725522865243]]",MCAR_5d_095corr_rep1_n115000_d5_corr95_NA25_py.SAEM.parallel_10000,5.355610609054565,,,144.45342445373535
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM,100,"[[-1.3912232353900604, -1.038134494584048, -0.11811811535498694, 0.2564174136258393, 0.05849267947205069], [-0.1385666160511663]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM_100,8.19713282585144,,,144.79595112800598
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.fast,100,"[[-0.8393152117449922, -1.2195159890842195, -0.5367201478792691, -0.01313397619715002, 0.2507151662323631], [-0.16973553645554743]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.fast_100,14.118721723556519,,,144.68114519119263
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.parallel,100,"[[-1.3804920276758788, -1.015767411814342, -0.1444570926052223, 0.22060611139008174, 0.08361480979930544], [-0.13662162079866882]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.parallel_100,4.328431606292725,,,144.8682632446289
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM,500,"[[-1.6719690854043368, -1.1567608928512032, -0.6269671868314255, 0.19647800761134918, 0.1526479325417513], [0.021159156371815813]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM_500,31.415113925933838,,,144.61269307136536
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.fast,500,"[[-0.8346679282845635, -1.175643863477935, -1.150026991626567, -0.29742470221262063, 0.11215698331675007], [0.04059759627672255]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.fast_500,49.32589936256409,,,145.08683586120605
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.parallel,500,"[[-1.606824642423952, -1.1758637971078973, -0.7006507161529919, 0.2071629177760085, 0.17255669365024146], [0.01802633603714916]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.parallel_500,5.033331394195557,,,144.78542733192444
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM,1000,"[[-1.0615534840651348, -2.0730832604609652, -0.5356761502690234, 0.12283466424697928, 0.4399042296413257], [0.060237856845195836]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM_1000,68.34529209136963,,,145.07158756256104
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.fast,1000,"[[-0.9268813762901847, -1.419086454857634, -1.0360867632688968, -0.4143838634345207, 0.33376504716440814], [0.0410862538816951]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.fast_1000,78.91827583312988,,,144.8191156387329
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.parallel,1000,"[[-1.05381440592479, -2.1056472767453536, -0.5044979634711289, 0.11663589661225066, 0.43273916212686997], [0.05632140607118863]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.parallel_1000,7.556911468505859,,,145.21128869056702
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM,5000,"[[-0.8810114204270129, -2.0756717307843764, -0.45542461128311784, 0.11559904297950857, 0.10859830036942567], [-0.03775360564469293]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM_5000,251.1518485546112,,,144.1758873462677
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.fast,5000,"[[-0.942981655870274, -1.355309132453099, -0.8435765479375915, -0.33952375454637435, -0.06988467800743924], [-0.04657927728644142]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.fast_5000,168.4285922050476,,,144.19196844100952
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.parallel,5000,"[[-0.8649549916999006, -2.092782792730216, -0.45359255245721947, 0.13283190247335352, 0.09332215767273146], [-0.03799295177792452]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.parallel_5000,4.508151531219482,,,144.09346842765808
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM,10000,"[[-0.802133529325858, -2.3006854945572455, -0.2802695470192272, 0.13874652398380846, 0.07737668076783485], [-0.0503584372996723]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM_10000,347.14909505844116,,,144.40877294540405
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.fast,10000,"[[-0.9471972175495498, -1.3993580632280533, -0.8219423795447204, -0.30166407752142516, -0.09420397636121872], [-0.05177021410099473]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.fast_10000,357.9496958255768,,,144.20116353034973
MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25,py.SAEM.parallel,10000,"[[-0.8070490437819687, -2.3071538499861868, -0.267537546373987, 0.11640906293226669, 0.092845249371658], [-0.05198649065274313]]",MCAR_5d_095corr_rep2_n115000_d5_corr95_NA25_py.SAEM.parallel_10000,5.081500053405762,,,144.6020426750183
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM,100,"[[-0.4629562551867859, -0.594658542319058, -1.1042665101317397, -0.5945938334805967, -0.9003835512882994], [0.009834480807611646]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM_100,16.09408187866211,,,143.75994539260864
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.fast,100,"[[-0.8514293037375757, -0.714666181358884, -0.8030620796088599, -0.7394243754467887, -0.906747122131615], [0.1313906545050202]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.fast_100,14.902667999267578,,,144.02538108825684
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.parallel,100,"[[-0.45853103342841434, -0.5868531872439359, -1.1224086414035166, -0.5957758208551639, -0.8872606773111567], [0.006621465185569743]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.parallel_100,6.092034339904785,,,144.18842816352844
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM,500,"[[0.2416407681661792, -0.571861722930091, -1.3120993603735358, -0.7170790339030436, -0.6717641486754884], [-0.10884814311778447]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM_500,41.41337466239929,,,143.86835885047913
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.fast,500,"[[-0.02751669493238724, -0.6144463247298755, -0.8503711306373849, -1.0729367110388064, -0.7122281740859902], [-0.11997779678511432]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.fast_500,37.39698076248169,,,143.92074489593506
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.parallel,500,"[[0.21347150392464964, -0.536082008552851, -1.3178357378285994, -0.6841382574671118, -0.7087125151235497], [-0.10694794923091305]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.parallel_500,6.190682649612427,,,144.01777744293213
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM,1000,"[[-0.09735401910618385, -0.27562362493836173, -1.185708945240077, -0.6468750635522587, -0.7509819938481698], [-0.08009527388891557]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM_1000,90.36284518241882,,,144.0692582130432
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.fast,1000,"[[-0.27926557304222466, -0.507771081260695, -0.7230263300089704, -0.6721657662978208, -1.0387811994376268], [-0.06017317467327296]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.fast_1000,61.69557285308838,,,143.9722728729248
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.parallel,1000,"[[-0.12581660757868154, -0.2546609626687597, -1.1602921130536592, -0.6718171435736676, -0.7473135193539044], [-0.07811159388972437]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.parallel_1000,3.358628034591675,,,144.10895037651062
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM,5000,"[[-0.32809790832611296, -0.31246080092379047, -1.2727916271210062, -0.06634673889937724, -0.763664579934639], [-0.04634521146059374]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM_5000,181.99802207946777,,,143.69273328781128
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.fast,5000,"[[-0.45649917009521507, -0.47993190430486304, -0.7732068853922169, -0.42352651958711324, -0.8625402546789749], [-0.04181175584497702]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.fast_5000,195.44410586357117,,,143.90516829490662
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM.parallel,5000,"[[-0.32025275534632286, -0.30464133755981204, -1.2979570996802652, -0.04635870160531555, -0.7744494098759954], [-0.045891661352105886]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM.parallel_5000,4.6043477058410645,,,144.30350708961487
MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25,py.SAEM,10000,"[[-0.14843025986521127, -0.49550727412388734, -1.2272955634067948, -0.14365629850825798, -0.7578597564647795], [-0.03245541418989893]]",MCAR_5d_095corr_rep3_n115000_d5_corr95_NA25_py.SAEM_10000,508.0227379798889,,,144.12255454063416
