set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,running_time_predict
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,SAEM,1000,"[[-0.0296468915140462, -0.564309926010629, -1.17107850741885, -0.440654513145557, -0.782507875417032], [-0.022040352724017]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_SAEM_1000,29.0282382965088,12.4212663173676,2025-07-15 17:57:08.622309,
MCAR_5d_0corr_rep4_n115000_d5_corr0_NA25,SAEM,1000,"[[-0.213327165189254, 2.28136895630671, 0.439129308706007, 0.101433899306378, 0.906923887291883], [-0.00562221743131512]]",MCAR_5d_0corr_rep4_n115000_d5_corr0_NA25_SAEM_1000,31.436665058136,12.122962474823,2025-07-15 17:57:11.982513,
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,SAEM,5000,"[[1.55480216486866, -0.681179861283916, -0.581599989185638, -1.06338952374602, 0.828269462429978], [-0.0422125314532268]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_SAEM_5000,109.618148803711,11.4781768321991,2025-07-15 17:57:14.494993,
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,SAEM,5000,"[[1.01818700936731, 0.726491040231835, 0.231859509533668, -0.924115154848549, 0.768412590519594], [0.0266418776902494]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_SAEM_5000,105.542768239975,11.4305374622345,2025-07-15 17:57:17.638791,
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,SAEM,5000,"[[-0.687791469926209, -2.32595712040091, 0.0172323313033249, -0.0651959526366165, 0.134203407634595], [-0.00270296951517925]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_SAEM_5000,90.2882404327393,11.5828430652618,2025-07-15 17:57:20.542493,
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,SAEM,5000,"[[-0.0791882837792672, -0.449486467553456, -1.27041502014489, -0.221450370399335, -0.749999923365482], [-0.0773530168387878]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_SAEM_5000,85.671596288681,10.9600703716278,2025-07-15 17:59:02.525671,
MCAR_5d_0corr_rep4_n115000_d5_corr0_NA25,SAEM,5000,"[[-0.245598804933953, 2.20932598792064, 0.49281977248786, 0.301503219284487, 0.853690818696858], [0.0223977906487054]]",MCAR_5d_0corr_rep4_n115000_d5_corr0_NA25_SAEM_5000,107.349387168884,11.3312315940857,2025-07-15 17:57:23.192148,
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,SAEM,10000,"[[1.60605675347507, -0.629392759014741, -0.574062792715106, -1.03083285598146, 0.857384448081628], [0.00202093383451925]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_SAEM_10000,190.052554130554,10.9440066814423,2025-07-15 17:57:26.593852,
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,SAEM,10000,"[[1.02636426782618, 0.80060445457145, 0.21100407233177, -0.885196204362634, 0.760107564411367], [0.00538252565860622]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_SAEM_10000,171.053320646286,11.3736615180969,2025-07-15 17:57:29.315465,
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,SAEM,10000,"[[-0.698331613888771, -2.44242829584581, 0.0494887971592516, -0.0549714253181249, 0.198869146847675], [0.013723002463688]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_SAEM_10000,172.005957126617,11.1596713066101,2025-07-15 17:57:32.11559,
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,SAEM,10000,"[[-0.104592506408042, -0.452890781858955, -1.27365542255861, -0.233566075757174, -0.79226605174991], [-0.0837184310945077]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_SAEM_10000,161.76758813858,11.4301438331604,2025-07-15 17:57:34.826046,
MCAR_5d_0corr_rep4_n115000_d5_corr0_NA25,SAEM,10000,"[[-0.302205439457829, 2.31052133602824, 0.549475721241785, 0.379631421637522, 0.856120348037255], [0.00350494651951081]]",MCAR_5d_0corr_rep4_n115000_d5_corr0_NA25_SAEM_10000,185.27937579155,10.6266317367554,2025-07-15 18:00:28.10236,
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM,100,"[[1.53609415543973, -0.25073726638109495, -0.2056821781369977, -0.8977289768531707, 0.9751838203515864], [-0.012532236410236507]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM_100,10.167161226272583,,,148.76187682151794
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.fast,100,"[[1.5649158604564304, -0.2758584042083269, -0.15110978668795094, -0.9089770802013785, 0.9970160368243354], [0.013534870073963746]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.fast_100,7.99826192855835,,,147.79291033744812
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.parallel,100,"[[1.5534369884199304, -0.25905099215238375, -0.2156494325712855, -0.9174145119016135, 0.9842709792737634], [-0.023993720868968043]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.parallel_100,3.5806853771209717,,,148.1325078010559
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM,500,"[[1.8214025844318416, -0.5855289464996153, -0.40953641514998174, -0.9580412279998725, 0.9828528386267714], [-0.10205810275736044]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM_500,34.332929611206055,,,148.0251030921936
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.fast,500,"[[1.7847384494625649, -0.5721509179899337, -0.37149118086093286, -0.9540346511507799, 0.9637580455775883], [-0.10984887136205505]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.fast_500,24.711298942565918,,,147.28333187103271
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.parallel,500,"[[1.8128980336671554, -0.57537294398749, -0.40000265391120177, -0.9569178546838073, 0.9731538812301821], [-0.1011435363641902]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.parallel_500,2.773818016052246,,,147.21466875076294
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM,1000,"[[1.4994904426125164, -0.5156405483894179, -0.46288144376593326, -0.95665701152487, 0.7586200246215001], [-0.12404585101603041]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM_1000,59.62253713607788,,,146.91137742996216
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.fast,1000,"[[1.4993977318133334, -0.5179250209671781, -0.4534661456343335, -0.979150550867944, 0.7549919596715073], [-0.12588827788324278]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.fast_1000,40.808356046676636,,,147.2557761669159
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.parallel,1000,"[[1.5091026413457096, -0.5250641822661561, -0.46275007144626995, -0.9759880561224531, 0.7636577153182742], [-0.12078644328022778]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.parallel_1000,2.7709240913391113,,,147.1322045326233
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM,5000,"[[1.5446698015595581, -0.6697015336951755, -0.5724042107584216, -1.056482390134424, 0.8258127402151516], [-0.040532133399888357]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM_5000,166.55787181854248,,,146.82111024856567
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.fast,5000,"[[1.5383803246973793, -0.6697377219277793, -0.5864703597200956, -1.046107014245537, 0.8390467703587574], [-0.044652522112741455]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.fast_5000,124.6553475856781,,,147.0086076259613
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.parallel,5000,"[[1.5385885048776, -0.6636338049439167, -0.5714153764257451, -1.0474996420374572, 0.8163772909921665], [-0.0430113443165783]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.parallel_5000,2.3720881938934326,,,147.2496373653412
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM,10000,"[[1.6091497471622453, -0.6337814446078082, -0.5832030696226737, -1.0358596557666393, 0.8618155036681888], [0.002307979615770296]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM_10000,259.683762550354,,,147.12019538879395
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.fast,10000,"[[1.5958669932021483, -0.6276264185348116, -0.578401631298466, -1.0341256238968024, 0.8595339909316081], [0.0012401321558493951]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.fast_10000,255.51446986198425,,,147.1145589351654
MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25,py.SAEM.parallel,10000,"[[1.5873069212983872, -0.6238759537442434, -0.5837148618739406, -1.0263566811839058, 0.8507569685894192], [0.004108842526993941]]",MCAR_5d_0corr_rep0_n115000_d5_corr0_NA25_py.SAEM.parallel_10000,2.3954758644104004,,,147.19823217391968
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM,100,"[[1.245769877235328, 0.5128682762477313, 0.2903174328651328, -0.9631644483756979, 0.8502681919086733], [-0.5739512650669267]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM_100,9.986846923828125,,,146.5675323009491
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.fast,100,"[[1.1997524766871657, 0.5032267593960398, 0.18762390389344205, -1.0024428004824466, 0.9007887739868485], [-0.5858136303242348]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.fast_100,10.361548900604248,,,146.95766830444336
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.parallel,100,"[[1.2721359235560412, 0.610332444704494, 0.3925833741644, -1.012571554064462, 0.8877237730744539], [-0.5474639343899462]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.parallel_100,3.6428518295288086,,,146.6267910003662
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM,500,"[[0.9131662658579226, 0.5864850377056579, 0.17788245633328886, -0.8689692870898735, 0.4183356455665847], [-0.03698055357700517]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM_500,26.311588525772095,,,146.97738885879517
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.fast,500,"[[0.9243041684876128, 0.6037237499881769, 0.18742859055676414, -0.8674878905660772, 0.4316068139208482], [-0.03311091182001207]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.fast_500,27.904114723205566,,,146.7774829864502
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.parallel,500,"[[0.883233162406339, 0.5797916211752311, 0.17931955156517254, -0.8406241698624447, 0.4166179988153746], [-0.0350958287066121]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.parallel_500,3.6508171558380127,,,146.73688507080078
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM,1000,"[[0.8059399551539098, 0.5608963422504487, 0.22318474973619695, -0.7456476234883187, 0.5743872790561372], [-0.05794192563703787]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM_1000,48.56952929496765,,,146.59501838684082
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.fast,1000,"[[0.8060817230007891, 0.572199759538772, 0.22660890187157684, -0.7483893930389073, 0.5831886735845101], [-0.06340380888400556]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.fast_1000,41.65212392807007,,,146.85790252685547
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.parallel,1000,"[[0.8034828319893452, 0.5782614695460825, 0.22403101076592188, -0.7534407134348591, 0.5777070565324974], [-0.06223924708452273]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.parallel_1000,2.930044174194336,,,146.41615796089172
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM,5000,"[[1.0097000871979935, 0.7218795621100691, 0.2352071675764625, -0.9129212803004294, 0.7569662863322996], [0.023852887552978715]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM_5000,145.8560597896576,,,146.63129782676697
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.fast,5000,"[[1.0117206041530165, 0.7281787212667213, 0.23327826331895304, -0.9209432624320258, 0.7517185022798465], [0.019598537826229362]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.fast_5000,124.94389915466309,,,146.8165967464447
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.parallel,5000,"[[1.0166472206872659, 0.72752582705998, 0.23601863734614495, -0.9229383098324374, 0.7597614911103284], [0.025114429886569974]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.parallel_5000,2.3705787658691406,,,146.9809055328369
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM,10000,"[[1.017919292620724, 0.7947966347543615, 0.20139433707784976, -0.8696987814513533, 0.7513811826826274], [-0.0006625897294820314]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM_10000,221.91878366470337,,,146.59032106399536
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.fast,10000,"[[1.0237891229492826, 0.8091215059639498, 0.206469946680287, -0.8783639788158724, 0.7594648226772364], [0.006348868154844904]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.fast_10000,231.2956783771515,,,146.68360447883606
MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25,py.SAEM.parallel,10000,"[[1.0295242238084261, 0.8007439612943491, 0.2138153701472933, -0.878214909477234, 0.7584472516290576], [0.0025989249948354816]]",MCAR_5d_0corr_rep1_n115000_d5_corr0_NA25_py.SAEM.parallel_10000,1.9514360427856445,,,146.64987778663635
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM,100,"[[-0.6421641967479612, -1.5681137305713657, -0.06958741907162105, -0.672316025834356, 0.19837680637757274], [-0.029372907471767153]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM_100,10.875426530838013,,,147.377290725708
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.fast,100,"[[-0.6554769905769148, -1.539688370768001, -0.10719710320904313, -0.6537819930580545, 0.16511874575164018], [-0.033852751797069314]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.fast_100,7.533482551574707,,,147.26063704490662
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.parallel,100,"[[-0.6180019000479138, -1.5432389247994198, -0.08584769176126182, -0.6843747417494418, 0.19183561774429783], [-0.025016142625524544]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.parallel_100,2.9918787479400635,,,147.2273120880127
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM,500,"[[-0.7153201066676075, -2.311197202309828, 0.052009572948339924, -0.2098453242611626, 0.12404816939792758], [-0.1398656025435438]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM_500,28.66325068473816,,,147.36313009262085
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.fast,500,"[[-0.7311063707856994, -2.321465484465242, 0.053611362507008785, -0.2146139071996143, 0.10997874594705738], [-0.13807086686685013]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.fast_500,27.106157779693604,,,147.3215446472168
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.parallel,500,"[[-0.7183567437139251, -2.3057268223842446, 0.053655055439732494, -0.2189793640807606, 0.11599083171917488], [-0.13078471377028877]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.parallel_500,4.318849325180054,,,147.28197026252747
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM,1000,"[[-0.7975480523967516, -2.4136384896262806, 0.03337641451526667, -0.02409164133990988, 0.3262213312730284], [-0.05398545176402657]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM_1000,53.30437612533569,,,147.64841485023499
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.fast,1000,"[[-0.8034700394982209, -2.4281371715053175, 0.019986756047587265, -0.007805235383402551, 0.33442503206464014], [-0.05338139476352074]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.fast_1000,54.08477997779846,,,147.3320939540863
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.parallel,1000,"[[-0.7942189476109672, -2.4253592069002257, 0.03833222822517391, 0.0029525259170773144, 0.33616344395724024], [-0.052737634062559775]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.parallel_1000,2.7446401119232178,,,147.24965119361877
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM,5000,"[[-0.6832310862256372, -2.308111386659076, 0.01779376598211969, -0.06232621444580417, 0.1290961962705697], [-0.0028444904836853442]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM_5000,172.47544288635254,,,147.26495265960693
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.fast,5000,"[[-0.6931644885279435, -2.3103488192373836, 0.017652897208704388, -0.05043210359948465, 0.1283553391061297], [-0.00678379662657123]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.fast_5000,119.69624423980713,,,147.37887001037598
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.parallel,5000,"[[-0.6913531757877384, -2.309868806267663, 0.022425480007988503, -0.047771482707261, 0.1327992380582892], [0.0007872444400829179]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.parallel_5000,2.411344528198242,,,147.069109916687
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM,10000,"[[-0.7012252386523397, -2.438161104936023, 0.04242901109539104, -0.05707014122221974, 0.20486312412041824], [0.017480510111938]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM_10000,258.39085507392883,,,147.15433359146118
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.fast,10000,"[[-0.6915978080282925, -2.431245230594163, 0.05260150570256183, -0.062380466961243594, 0.19493321393247381], [0.015297163183290354]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.fast_10000,261.37232208251953,,,146.93191647529602
MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25,py.SAEM.parallel,10000,"[[-0.6965842787054288, -2.423683894387521, 0.04551398265758413, -0.05572655602382815, 0.19450970740217718], [0.015912397150610547]]",MCAR_5d_0corr_rep2_n115000_d5_corr0_NA25_py.SAEM.parallel_10000,2.4994564056396484,,,147.0032410621643
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM,100,"[[0.41251095182040004, -0.20336823459657744, -1.4073119771227367, -0.09857008848176288, -0.7925403461610621], [-0.3388463013569361]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM_100,11.71769905090332,,,146.4638159275055
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.fast,100,"[[0.3901217769395307, -0.20119299490583006, -1.4662884438830914, -0.1806951344981327, -0.8648508292096679], [-0.33130183952210507]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.fast_100,10.506858348846436,,,146.7087128162384
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.parallel,100,"[[0.39166628121942854, -0.1711174081329581, -1.4090980528533985, -0.12168282476173423, -0.7916305458021277], [-0.3315613027399999]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.parallel_100,5.894157409667969,,,146.60721254348755
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM,500,"[[-0.028844420205149848, -0.5872878247024472, -1.0822054917927313, -0.5255594255757934, -0.7372865712697058], [0.05763061632893513]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM_500,30.544959545135498,,,146.7621726989746
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.fast,500,"[[-0.02991700180938479, -0.5752722425664758, -1.0879912252180808, -0.54089929912269, -0.7354381445071885], [0.05035225033318254]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.fast_500,25.507270097732544,,,146.48472666740417
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.parallel,500,"[[-0.018229813029570854, -0.5813629938912671, -1.0869092753549634, -0.5307940477708538, -0.7467181621091902], [0.05523276478152939]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.parallel_500,4.07414984703064,,,146.46855568885803
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM,1000,"[[-0.04076944910531805, -0.5488725858393346, -1.143440002245522, -0.43964008729805476, -0.7716568563766136], [-0.025236070484084633]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM_1000,45.94849514961243,,,146.641907453537
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.fast,1000,"[[-0.03690398903856402, -0.5413869812288014, -1.149104350404391, -0.43606546946216407, -0.7783465607403038], [-0.028612520519245135]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.fast_1000,39.92604112625122,,,146.47783875465393
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.parallel,1000,"[[-0.024731863953042107, -0.5492437895263544, -1.1424711242311747, -0.4254514753431506, -0.7566726108386524], [-0.03259576568841417]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.parallel_1000,2.3780722618103027,,,146.59631371498108
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM,5000,"[[-0.07566728270743751, -0.4479546522817953, -1.2661593696998443, -0.2189215315969369, -0.7450729006386213], [-0.0807151470680187]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM_5000,134.24404954910278,,,146.572678565979
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.fast,5000,"[[-0.0745356189699659, -0.44438849331553965, -1.2688728744211457, -0.22144932216894753, -0.7562395874212239], [-0.08162448128531227]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.fast_5000,109.7405526638031,,,146.84856176376343
MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25,py.SAEM.parallel,5000,"[[-0.08139589968163131, -0.4519468887643434, -1.2798501374750164, -0.21844115093911787, -0.7607279722076142], [-0.08368259035710288]]",MCAR_5d_0corr_rep3_n115000_d5_corr0_NA25_py.SAEM.parallel_5000,2.1361472606658936,,,146.98862624168396
